#  ABSOLUTE_lo   ABSOLUTE_up    FLAVOUR_lo    FLAVOUR_up  High_PT_EXTR_lo  High_PT_EXTR_up  PileUpBias_lo  PileUpBias_up  PileUpDataMC_lo  PileUpDataMC_up  PileUpJetRate_lo  PileUpJetRate_up  PileUpOOT_lo  PileUpOOT_up   PileUpPt_lo   PileUpPt_up  RelativeFSR_lo  RelativeFSR_up  RelativeJERC1_lo  RelativeJERC1_up  RelativeJERC2_lo  RelativeJERC2_up  RelativeJERCHF_lo  RelativeJERCHF_up  RelativeStatEC2_lo  RelativeStatEC2_up  RelativeStatHF_lo  RelativeStatHF_up  SINGLE_PION_0005  SINGLE_PION_0510  SINGLE_PION_1015  SINGLE_PION_BAR  SINGLE_PION_END       TIME_lo       TIME_up         ewcor       lumierr         npcor      npcorerr         pt_lo         pt_up       stat_lo       stat_up         uncor    unf_err_lo    unf_err_up            xs          y_lo          y_up
              -0.042                0.041               -0.025                0.026               -0.031                0.029               -0.016                0.017                   -0                    0               -0.023                0.022               -0.014                0.014               -0.028                0.027               -0.014                0.013               -0.025                0.024               -0.005                0.005                   -0                   -0               -0.005                0.005                   -0                   -0                    0                    0                    0                    0              0.12213               -0.124                0.143              0.99509                0.022               1.0299              0.12283                  245                  272               -0.031                0.031                 0.01               -0.025                0.023                9.395                    2                  2.5
              -0.045                0.044               -0.025                0.025               -0.034                0.033               -0.015                0.015                   -0                    0               -0.023                0.022               -0.013                0.013               -0.026                0.026               -0.015                0.014               -0.028                0.026               -0.004                0.005                   -0                   -0               -0.004                0.005                   -0                   -0                    0                    0                    0                    0             0.068901                -0.13                 0.15                0.994                0.022               1.0262             0.047985                  272                  300               -0.042                0.042                 0.01               -0.024                0.023                4.053                    2                  2.5
              -0.048                0.047               -0.025                0.025               -0.038                0.036               -0.013                0.014                   -0                    0               -0.023                0.021               -0.012                0.013               -0.025                0.025               -0.016                0.014                -0.03                0.029               -0.004                0.004                   -0                   -0               -0.004                0.004                   -0                   -0                    0                    0                    0                    0             0.037632               -0.135                0.157              0.99305                0.022               1.0226             0.018587                  300                  330               -0.022                0.022                 0.01               -0.023                0.024                1.792                    2                  2.5
              -0.051                0.051               -0.025                0.024               -0.041                0.041               -0.012                0.013                   -0                    0               -0.022                0.021               -0.012                0.012               -0.024                0.023               -0.017                0.015               -0.032                0.031               -0.004                0.004                   -0                   -0               -0.004                0.004                   -0                   -0                    0                    0                    0                    0             0.019455               -0.141                0.165              0.99217                0.022               1.0198             0.007187                  330                  362               -0.026                0.026                 0.01               -0.024                0.024               0.7782                    2                  2.5
              -0.055                0.055               -0.025                0.024               -0.045                0.045               -0.011                0.012                   -0                    0               -0.022                0.021               -0.011                0.012               -0.023                0.022               -0.018                0.016               -0.035                0.034               -0.003                0.004                   -0                    0               -0.003                0.004                   -0                    0                    0                    0                    0                    0             0.009552               -0.147                0.172              0.99101                0.022               1.0176              0.00269                  362                  395               -0.025                0.025                 0.01               -0.025                0.024               0.3184                    2                  2.5
              -0.059                 0.06               -0.025                0.024               -0.049                 0.05                -0.01                0.011                   -0                    0               -0.022                 0.02                -0.01                0.011               -0.022                0.021               -0.019                0.017               -0.038                0.036               -0.003                0.004                   -0                    0               -0.003                0.004                   -0                    0                    0                    0                    0                    0            0.0043956               -0.153                 0.18              0.98992                0.022               1.0155           0.00092101                  395                  430               -0.032                0.032                 0.01               -0.026                0.025               0.1221                    2                  2.5
              -0.064                0.065               -0.026                0.023               -0.054                0.055               -0.009                 0.01                   -0                0.001               -0.021                 0.02                -0.01                0.011               -0.021                 0.02                -0.02                0.019                -0.04                0.039               -0.003                0.004                   -0                    0               -0.003                0.004                   -0                    0                    0                    0                    0                    0            0.0019492               -0.159                0.189              0.98897                0.022               1.0139           0.00032741                  430                  468               -0.043                0.043                 0.01               -0.028                0.026              0.04641                    2                  2.5
              -0.069                0.071               -0.026                0.023               -0.058                 0.06               -0.008                0.009                   -0                0.001               -0.021                0.019               -0.009                0.011                -0.02                0.019               -0.021                 0.02               -0.043                0.042               -0.002                0.004                   -0                    0               -0.002                0.004                   -0                    0                    0                    0                    0                    0           0.00079184               -0.166                0.198              0.98742                0.022               1.0125           0.00010487                  468                  507               -0.065                0.065                 0.01               -0.029                0.029              0.01616                    2                  2.5
              -0.075                0.077               -0.026                0.023               -0.063                0.065               -0.007                0.008                   -0                0.001               -0.021                0.019               -0.009                 0.01               -0.019                0.019               -0.023                0.021               -0.046                0.045               -0.002                0.003                   -0                    0               -0.002                0.003                   -0                    0                    0                    0                    0                    0           0.00029758               -0.173                0.207               0.9864                0.022               1.0111           3.1119e-05                  507                  548               -0.036                0.036                 0.01               -0.033                0.031             0.005314                    2                  2.5
              -0.081                0.084               -0.027                0.022               -0.068                0.071               -0.007                0.008                   -0                0.001               -0.021                0.019               -0.008                 0.01               -0.018                0.018               -0.024                0.022                -0.05                0.048               -0.002                0.003                   -0                    0               -0.002                0.003                   -0                    0                    0                    0                    0                    0           0.00010458               -0.181                0.217              0.98481                0.022               1.0098           8.4546e-06                  548                  592               -0.063                0.063                 0.01               -0.037                0.036             0.001634                    2                  2.5
              -0.087                0.092               -0.027                0.022               -0.073                0.077               -0.006                0.007                   -0                0.002               -0.021                0.019               -0.008                 0.01               -0.017                0.017               -0.025                0.023               -0.053                0.051               -0.002                0.003                   -0                    0               -0.002                0.003                   -0                    0                    0                    0                    0                    0           2.3601e-05               -0.189                0.228              0.98333                0.022               1.0091           1.6005e-06                  592                  638               -0.131                0.131                 0.01               -0.046                0.044            0.0003233                    2                  2.5
              -0.094                  0.1               -0.028                0.022               -0.079                0.084               -0.006                0.006                   -0                0.002                -0.02                0.018               -0.008                0.009               -0.017                0.017               -0.027                0.025               -0.057                0.055               -0.002                0.003                   -0                    0               -0.002                0.003                   -0                    0                    0                    0                    0                    0           7.5169e-06               -0.197                0.238              0.98112                0.022               1.0083           4.2976e-07                  638                  686               -0.251                0.251                 0.01               -0.058                0.056            9.167e-05                    2                  2.5
              -0.116                0.125                -0.03                0.021               -0.094                0.102               -0.004                0.005                   -0                0.004                -0.02                0.018               -0.007                0.008               -0.015                0.015               -0.031                0.029               -0.067                0.065               -0.001                0.003                    0                    0               -0.001                0.003                    0                    0                    0                    0                    0                    0           8.6328e-07                -0.22                0.269              0.97878                0.022               1.0063            2.909e-08                  686                  905               -0.435                0.435                 0.01               -0.084                0.089             7.92e-06                    2                  2.5
